step,ep,score(50),best,loss,eps
648000,3175,11.02,73,0.33667989443289115,0.01
650000,3178,11.3,73,0.4145609561516903,0.01
652000,3179,10.76,73,0.1844450072257314,0.01
654000,3180,10.92,73,0.2987792352493852,0.01
656000,3182,11.24,73,0.29197852810379116,0.01
658000,3185,9.62,73,0.39077017606934533,0.01
660000,3187,9.76,73,0.4937703925895039,0.01
662000,3189,9.9,73,0.2722564216866158,0.01
664000,3190,9.88,73,0.12898076218320056,0.01
666000,3191,10.22,73,0.24980526513885706,0.01
668000,3194,10.02,73,0.1923127755452879,0.01
670000,3198,9.04,73,0.29283276077359915,0.01
672000,3199,9.18,73,0.3823444997752085,0.01
674000,3199,9.18,73,0.3191495179582853,0.01
676000,3200,9.78,73,0.17695914659881964,0.01
678000,3202,9.76,73,0.2030730123934336,0.01
680000,3202,9.76,73,0.15284779489506037,0.01
682000,3205,9.86,73,0.4384799024253152,0.01
684000,3208,9.72,73,0.21353286510740874,0.01
686000,3213,9.24,73,0.44185986097785646,0.01
688000,3217,8.34,73,0.1797012009168975,0.01
690000,3220,7.78,73,0.34670838913414626,0.01
692000,3225,7.12,73,0.6690997757343575,0.01
694000,3229,6.96,73,0.33049246546812355,0.01
696000,3231,6.38,73,0.4017332553700544,0.01
698000,3233,6.68,73,0.4539422436081804,0.01
700000,3237,6.3,73,0.2991116271936335,0.01
702000,3241,5.94,73,0.6637410873663612,0.01
704000,3243,5.84,73,0.24218227449106053,0.01
706000,3243,5.84,73,0.3369359032367356,0.01
708000,3244,6.14,73,0.45679112112848086,0.01
710000,3246,6.66,73,0.31728139767888935,0.01
712000,3247,6.88,73,0.28004389285924847,0.01
714000,3248,6.98,73,0.44614942249376327,0.01
716000,3251,6.16,73,0.6064956751605496,0.01
718000,3252,6.36,73,0.2701463088369928,0.01
720000,3255,5.94,73,0.25693361094221473,0.01
722000,3257,6.04,73,0.41727550769224764,0.01
724000,3258,6.32,73,0.514701961032115,0.01
726000,3259,6.64,73,0.46932376372395085,0.01
728000,3259,6.64,73,0.3537134293676354,0.01
730000,3260,7.16,73,0.35058733965852296,0.01
732000,3265,7.18,73,0.40723548946669325,0.01
734000,3269,7.36,73,0.4897000321559608,0.01
736000,3272,7.22,73,0.5757400602835696,0.01
738000,3274,7.4,73,0.2585396701307036,0.01
740000,3277,7.6,73,0.34585294330958277,0.01
742000,3279,7.82,73,0.4670224830135703,0.01
744000,3283,7.46,73,0.434447121093981,0.01
746000,3286,7.6,73,0.4786549487733282,0.01
748000,3292,7.24,73,0.4895629474031739,0.01
750000,3293,7.22,73,0.31495238550007343,0.01
752000,3295,6.98,73,0.521643276552204,0.01
754000,3298,6.52,73,0.4288518441747874,0.01
756000,3302,6.08,73,0.5335147147648968,0.01
758000,3304,6.12,73,0.38892716373782604,0.01
760000,3306,5.84,73,0.4003851318289526,0.01
762000,3312,4.78,73,0.3104839015356265,0.01
764000,3312,4.78,73,0.4481163745676167,0.01
766000,3314,5.42,73,0.6841486231936141,0.01
768000,3314,5.42,73,0.47980384913738816,0.01
770000,3314,5.42,73,0.5222047839756123,0.01
772000,3314,5.42,73,0.4950107144517824,0.01
774000,3316,6.54,73,0.3393883048463613,0.01
776000,3317,6.88,73,0.5259635992185213,0.01
778000,3322,6.86,73,0.49849353104829786,0.01
780000,3322,6.86,73,0.39648969801841305,0.01
782000,3324,7.24,73,0.5326101641892456,0.01
784000,3325,7.46,73,0.48112697307486085,0.01
786000,3328,7.5,73,0.3491269381879829,0.01
788000,3328,7.5,73,0.4528483763686381,0.01
790000,3333,7.6,73,0.2669183707237244,0.01
792000,3335,7.7,73,0.3479548399662599,0.01
794000,3337,7.9,73,0.3806524895469192,0.01
796000,3339,7.94,73,0.20710435280576348,0.01
798000,3341,8.14,73,0.26669923225650566,0.01
800000,3345,7.88,73,0.23608916114317252,0.01
802000,3347,7.94,73,0.46894183090655134,0.01
804000,3350,8.14,73,0.5619423878192902,0.01
806000,3353,8.2,73,0.2641731077595614,0.01
